YEAR,HHWT,MET2013,PUMA,OWNERSHPD,MORTAMT1,RENT,PERNUM,PERWT,SEX,AGE,MARST,RACE,HISPAN,EDUC,EMPSTAT,OCC2010,IND,INCTOT,FTOTINC,POVERTY,MIGMET1,MIGPLAC1,MIGPUMA1
2006,269,48620,1403,12,0,0,3,277,2,10,6,7,1,1,0,9920,0,9999999,25000,156,4480.0,,
2006,31,28140,602,22,0,1100,1,30,1,63,1,1,0,8,1,1020,6695,121000,121000,501,4480.0,,
2006,31,28140,602,22,0,1100,2,30,2,59,1,1,0,7,3,600,3980,0,121000,501,4480.0,,
2006,108,28140,500,0,0,0,1,108,2,67,5,1,0,6,3,9920,0,26400,9999999,0,4480.0,,
2006,261,28140,500,22,0,670,8,131,1,22,6,7,1,6,1,6230,770,13000,13000,126,4480.0,,
2006,176,28140,500,22,0,530,2,145,1,5,6,7,1,0,0,9920,0,9999999,5000,31,4480.0,,
2006,75,17140,2400,13,1100,0,1,76,2,40,6,1,0,7,1,4430,6570,64000,64000,501,4480.0,,
2006,202,31140,1703,22,0,720,1,202,2,27,6,1,0,10,1,5240,7390,65000,65000,501,4482.0,,
2006,23,31140,1703,12,0,0,2,28,2,70,6,1,0,7,3,9920,0,19200,31200,257,4482.0,,
2006,257,21060,1400,0,0,0,1,257,1,19,6,1,0,6,1,3600,8190,33000,9999999,0,4480.0,,
2006,29,17300,300,13,600,0,3,42,1,24,6,1,0,6,3,2750,8560,6400,89000,319,4482.0,,
2006,80,31140,1701,13,1700,0,1,80,1,36,4,1,0,10,1,430,7460,147600,147600,501,4480.0,,
2006,69,31140,1702,12,0,0,1,68,1,71,4,1,0,6,3,9920,0,20000,20000,211,4480.0,,
2006,106,35380,1902,22,0,820,4,122,2,5,6,7,4,1,0,9920,0,9999999,7200,30,4480.0,,
2006,66,12940,1501,22,0,60,7,93,1,21,6,2,0,5,1,4720,8680,15500,62600,200,4480.0,,
2006,248,35380,2001,22,0,1100,1,248,1,20,6,1,0,7,1,4110,8680,12000,12000,115,4482.0,,
2006,323,33740,400,22,0,630,1,319,2,40,4,2,0,7,3,9920,0,0,0,1,4480.0,,
2006,323,33740,400,22,0,630,2,337,1,7,6,2,0,1,0,9920,0,9999999,0,1,4480.0,,
2006,323,33740,400,22,0,630,3,453,2,5,6,2,0,0,0,9920,0,9999999,0,1,4480.0,,
2006,103,12940,1501,0,0,0,1,103,2,18,6,2,0,6,2,9920,9920,0,9999999,0,4480.0,,
2006,58,29180,1100,12,0,0,4,218,1,20,6,1,0,6,1,6260,770,15000,61900,307,4480.0,,
2006,106,38860,200,22,0,780,1,105,1,30,6,1,0,11,1,5700,9470,8000,8000,78,4482.0,,
2006,106,38860,200,22,0,780,2,77,2,27,6,1,0,11,1,4700,5270,25000,8000,246,4482.0,,
2006,25,38860,400,13,2000,0,1,26,2,32,1,1,0,11,1,2100,7270,100000,159500,501,4480.0,,
2006,223,47900,1107,13,2500,0,1,223,2,43,1,2,0,11,1,430,7590,100500,140500,501,4480.0,,
2006,223,47900,1107,13,2500,0,2,219,1,47,1,2,0,8,1,5700,8390,40000,140500,501,4480.0,,
2006,223,47900,1107,13,2500,0,3,226,1,11,6,2,0,2,0,9920,0,9999999,140500,501,4480.0,,
2006,223,47900,1107,13,2500,0,4,242,2,6,6,2,0,1,0,9920,0,9999999,140500,501,4480.0,,
2006,80,12580,1204,12,0,0,1,78,1,40,1,1,0,10,1,4965,9480,220000,220000,501,4480.0,,
2006,80,12580,1204,12,0,0,2,80,2,39,1,1,0,10,3,5620,1680,0,220000,501,4480.0,,
2006,80,12580,1204,12,0,0,3,78,2,3,6,1,0,1,0,9920,0,9999999,220000,501,4480.0,,
2006,80,12580,1204,12,0,0,4,79,2,1,6,1,0,0,0,9920,0,9999999,220000,501,4480.0,,
2006,74,47900,1004,13,3000,0,1,73,2,33,1,6,0,11,1,500,7270,18000,183000,501,4482.0,,
2006,74,47900,1004,13,3000,0,2,63,1,33,1,6,0,11,1,2100,7270,165000,183000,501,4482.0,,
2006,74,47900,1004,13,3000,0,3,56,2,4,6,6,0,1,0,9920,0,9999999,183000,501,4482.0,,
2006,74,47900,1004,13,3000,0,4,74,1,2,6,6,0,0,0,9920,0,9999999,183000,501,4482.0,,
2006,205,47900,1102,22,0,2200,1,205,2,51,4,2,0,11,1,3260,8270,95300,95300,501,4480.0,,
2006,205,47900,1102,22,0,2200,5,177,1,16,6,2,0,4,3,4430,7860,36200,36200,351,4480.0,,
2006,110,47900,1004,22,0,1500,1,109,2,35,1,4,0,11,1,420,9170,25100,33900,213,4480.0,,
2006,110,47900,1004,22,0,1500,2,126,1,40,1,4,0,11,3,710,7390,8800,33900,213,4480.0,,
2006,110,47900,1004,22,0,1500,3,107,1,2,6,4,0,0,0,9920,0,9999999,33900,213,4480.0,,
2006,97,12580,902,13,3300,0,1,99,1,38,1,1,0,11,1,1760,7870,100400,112400,501,4480.0,,
2006,97,12580,902,13,3300,0,2,108,2,35,1,6,0,11,1,5630,7590,12000,112400,501,4480.0,,
2006,97,12580,902,13,3300,0,3,114,1,1,6,6,0,0,0,9920,0,9999999,112400,501,4480.0,,
2006,97,12580,902,13,3300,0,4,112,1,1,6,6,0,0,0,9920,0,9999999,112400,501,4480.0,,
2006,117,47900,1101,22,0,1300,7,101,1,22,6,7,4,6,1,6355,770,10000,35600,268,4480.0,,
2006,66,47900,1007,22,0,1500,2,87,1,24,6,1,0,10,1,2200,7870,20000,20000,194,4482.0,,
2006,248,47900,1101,22,0,850,1,255,2,24,6,2,0,10,3,2150,7270,3000,3000,29,4480.0,,
2006,12,47900,1103,22,0,840,1,11,2,21,6,2,4,7,1,5330,6890,20000,20000,191,4480.0,,
2006,12,47900,1103,22,0,840,2,26,1,21,6,1,0,7,2,5330,6890,20000,20000,191,4480.0,,
2006,68,47900,1007,22,0,1200,1,69,2,23,6,6,0,10,1,1060,9470,12000,12000,115,4480.0,,
2006,133,12580,1203,13,2400,0,1,135,1,44,1,2,0,10,1,1530,7380,84600,84600,423,4480.0,,
2006,133,12580,1203,13,2400,0,2,105,2,40,1,1,0,8,3,3130,8270,0,84600,423,4480.0,,
2006,133,12580,1203,13,2400,0,3,170,2,6,6,8,0,0,0,9920,0,9999999,84600,423,4480.0,,
2006,133,12580,1203,13,2400,0,4,132,2,3,6,8,0,0,0,9920,0,9999999,84600,423,4480.0,,
2006,93,12580,902,22,0,360,1,95,2,69,5,6,0,6,3,8965,3390,9810,9810,101,4480.0,,
2006,129,49340,2300,22,0,1200,2,92,1,25,1,1,0,10,1,120,6870,32000,52000,394,4480.0,,
2006,224,14460,3100,13,1900,0,1,233,1,29,1,1,0,11,1,2320,7860,30000,72000,501,4480.0,,
2006,224,14460,3100,13,1900,0,2,232,2,24,1,1,0,10,1,2200,7870,42000,72000,501,4480.0,,
2006,58,14460,3200,13,6300,0,1,58,1,29,1,1,0,11,1,2200,7870,37000,87000,501,4480.0,,
2006,58,14460,3200,13,6300,0,2,70,2,30,1,1,0,11,1,3160,8090,50000,87000,501,4480.0,,
2006,68,14460,1200,22,0,1000,1,68,1,24,1,1,0,10,1,1010,7380,2000,3800,23,4480.0,,
2006,68,14460,1200,22,0,1000,2,85,2,25,1,1,0,10,3,2340,7890,1800,3800,23,4480.0,,
2006,68,14460,1200,22,0,1000,3,87,1,2,6,1,0,0,0,9920,0,9999999,3800,23,4480.0,,
2006,221,14460,1300,13,800,0,2,287,1,20,6,1,0,7,3,5320,7870,4200,39100,248,4482.0,,
2006,351,14460,2700,22,0,1500,1,345,2,34,1,6,0,10,3,310,8680,12800,12800,63,4480.0,,
2006,351,14460,2700,22,0,1500,2,260,1,34,1,1,0,11,3,2200,7870,0,12800,63,4480.0,,
2006,351,14460,2700,22,0,1500,3,300,2,3,6,8,0,0,0,9920,0,9999999,12800,63,4480.0,,
2006,73,14460,400,13,2200,0,1,72,1,36,1,1,0,11,1,2310,7860,55000,63400,317,4482.0,,
2006,73,14460,400,13,2200,0,2,72,2,34,1,1,0,11,1,2340,7470,8400,63400,317,4482.0,,
2006,73,14460,400,13,2200,0,3,75,2,5,6,1,0,1,0,9920,0,9999999,63400,317,4482.0,,
2006,73,14460,400,13,2200,0,4,70,1,3,6,1,0,0,0,9920,0,9999999,63400,317,4482.0,,
2006,82,14460,3000,13,3200,0,4,101,1,32,2,1,0,11,1,4850,2170,75000,75000,501,4480.0,,
2006,47,14460,3302,22,0,1300,2,50,2,20,6,1,0,7,1,3930,7680,8000,2000,76,4482.0,,
2006,123,14460,3400,0,0,0,1,123,2,19,6,1,0,6,3,9920,0,0,9999999,0,4480.0,,
2006,112,14460,3200,22,0,1800,1,115,2,38,1,4,0,11,1,1650,7460,119000,143000,501,4482.0,,
2006,112,14460,3200,22,0,1800,2,138,1,42,1,4,0,10,2,3300,2190,24000,143000,501,4482.0,,
2006,100,14460,3000,22,0,1900,1,101,1,43,6,1,0,11,1,2400,8570,207000,207000,501,4480.0,,
2006,52,14460,3200,22,0,1400,1,53,2,26,6,1,0,11,3,4965,9170,4000,4000,38,4480.0,,
2006,95,14460,1000,13,1500,0,3,143,1,27,6,1,0,10,1,5150,5170,38000,126000,501,4480.0,,
2006,68,14460,800,13,1900,0,2,140,1,25,6,6,0,10,1,5230,6890,45000,85000,501,4482.0,,
2006,83,49340,1500,22,0,1400,1,83,1,31,1,1,0,11,1,800,1890,65000,105000,501,4480.0,,
2006,83,49340,1500,22,0,1400,2,124,2,32,1,7,4,10,1,4965,1890,40000,105000,501,4480.0,,
2006,293,14460,3301,22,0,1400,2,260,1,26,6,1,0,10,2,4000,8680,7900,7900,77,4480.0,,
2006,91,44140,1600,22,0,430,1,92,2,82,4,1,0,7,3,3930,7070,17100,17100,178,4482.0,,
2006,81,14460,3304,22,0,950,4,117,2,42,6,6,0,6,2,4520,8990,9000,61060,291,4480.0,,
2006,445,14460,1000,22,0,870,1,438,1,38,1,6,0,11,3,2060,9160,19000,19000,120,4480.0,,
2006,445,14460,1000,22,0,870,2,361,2,37,1,6,0,10,3,2040,9160,0,19000,120,4480.0,,
2006,445,14460,1000,22,0,870,3,379,1,4,6,6,0,0,0,9920,0,9999999,19000,120,4480.0,,
2006,70,12700,4800,13,610,0,2,69,1,44,4,1,0,10,1,6230,770,40000,95000,501,4480.0,,
2006,196,14460,3400,0,0,0,1,196,2,20,6,1,0,7,3,2300,8470,15000,9999999,0,4480.0,,
2006,97,19820,2501,13,5200,0,4,98,2,19,6,1,0,6,1,2700,6570,7000,674300,501,4480.0,,
2006,330,19820,2506,22,0,1200,1,333,2,70,5,1,0,7,3,9920,0,23100,23100,241,4480.0,,
2006,68,40980,900,0,0,0,1,68,1,59,4,1,0,7,3,5030,6680,24000,9999999,0,4480.0,,
2006,285,19820,2505,13,1700,0,4,380,2,42,6,1,0,10,1,2825,7390,2800,2800,27,4480.0,,
2006,209,19820,3802,22,0,1400,1,206,1,23,6,1,0,0,1,4700,4980,38000,48000,364,4482.0,,
2006,94,11460,3200,22,0,860,2,47,1,24,6,8,3,11,3,9920,0,0,220,1,4482.0,,
2006,109,19820,4103,13,700,0,4,127,2,31,6,3,0,10,3,620,8560,0,27300,131,4480.0,,
2006,81,22420,2302,12,0,0,1,82,2,54,4,1,0,11,3,2200,7870,11000,11000,69,4480.0,,
2006,81,22420,2302,12,0,0,2,65,2,16,6,1,0,4,3,9920,0,0,11000,69,4480.0,,
2006,81,22420,2302,12,0,0,3,80,2,14,6,1,0,2,0,9920,0,9999999,11000,69,4480.0,,
2006,80,19820,3801,22,0,950,1,81,2,26,6,1,0,10,1,5700,8560,27000,27000,264,4480.0,,
2006,70,19820,3803,22,0,880,1,72,1,59,1,1,1,10,1,110,3570,142000,166200,501,4482.0,,
2006,70,19820,3803,22,0,880,2,106,2,59,1,1,1,10,3,2310,7860,24200,166200,501,4482.0,,
2006,143,33460,1302,22,0,1100,1,150,2,23,6,7,1,10,3,910,6890,0,0,1,4480.0,,
2006,409,33460,1602,13,1200,0,4,318,1,18,6,1,1,5,2,9920,9920,0,79600,394,4480.0,,
2006,283,33460,1502,22,0,1000,2,344,1,23,6,1,0,10,2,5240,7880,10000,10000,97,4482.0,,
2006,167,33460,1405,22,0,1300,1,172,2,56,4,1,0,10,3,4810,6990,23800,23800,232,4480.0,,
2006,180,33460,1302,13,1600,0,1,175,1,71,1,1,0,11,1,2340,6770,34400,74800,501,4480.0,,
2006,70,33460,1406,22,0,830,2,85,1,26,6,1,0,7,2,4820,6890,0,33000,1,4480.0,,
2006,207,33460,1405,22,0,1100,5,350,1,19,6,3,0,6,3,5620,5380,1000,47000,191,4480.0,,
2006,109,33460,1201,13,1300,0,2,88,2,31,6,7,1,7,1,4965,9170,15000,60000,147,4480.0,,
2006,101,25060,2200,22,0,580,2,81,1,28,6,1,0,6,1,4000,8680,25000,61000,454,4480.0,,
2006,63,27140,1500,13,300,0,1,62,1,63,1,1,0,6,2,110,6780,260000,277100,501,4482.0,,
2006,63,27140,1500,13,300,0,2,74,2,67,1,1,0,7,3,5400,9170,17100,277100,501,4482.0,,
2006,127,28140,1001,22,0,600,1,126,2,27,3,1,4,1,1,9620,5380,7800,7800,48,4480.0,,
2006,127,28140,1001,22,0,600,2,313,1,8,6,1,4,1,0,9920,0,9999999,7800,48,4480.0,,
2006,97,41180,1705,22,0,460,1,98,1,23,6,1,0,10,1,1530,3090,22050,22050,213,4480.0,,
2006,96,17860,600,22,0,710,3,61,1,45,6,2,0,6,1,8965,5390,7800,8900,31,4480.0,,
2006,126,41180,1707,22,0,470,1,126,2,39,6,1,0,7,1,3640,7980,24500,24500,234,4480.0,,
2006,115,28140,902,22,0,680,1,114,2,34,1,1,0,6,1,5120,9070,16000,24700,121,4482.0,,
2006,115,28140,902,22,0,680,2,137,1,35,1,1,0,6,1,8030,2880,8700,24700,121,4482.0,,
2006,115,28140,902,22,0,680,3,120,2,7,6,1,0,1,0,9920,0,9999999,24700,121,4482.0,,
2006,115,28140,902,22,0,680,4,122,1,1,6,1,0,0,0,9920,0,9999999,24700,121,4482.0,,
2006,89,41180,1705,0,0,0,1,89,1,18,6,1,0,6,3,3950,8590,4000,9999999,0,4480.0,,
2006,114,28140,1004,12,0,0,1,117,1,48,1,7,1,2,1,160,5580,50000,50000,247,4480.0,,
2006,114,28140,1004,12,0,0,2,96,2,52,1,1,0,8,3,4110,8680,0,50000,247,4480.0,,
2006,114,28140,1004,12,0,0,3,96,2,15,6,7,1,3,0,9920,0,0,50000,247,4480.0,,
2006,114,28140,1004,12,0,0,4,105,2,14,6,7,1,2,0,9920,0,9999999,50000,247,4480.0,,
2006,75,41180,1500,22,0,800,1,73,1,28,1,2,0,10,1,2020,8370,24000,38000,143,4482.0,,
2006,75,41180,1500,22,0,800,2,206,2,35,1,1,0,11,3,2300,8470,14000,38000,143,4482.0,,
2006,75,41180,1500,22,0,800,3,241,2,16,6,1,0,4,3,9920,0,0,38000,143,4482.0,,
2006,75,41180,1500,22,0,800,4,255,2,3,6,2,0,0,0,9920,0,9999999,38000,143,4482.0,,
2006,75,41180,1500,22,0,800,5,257,1,2,6,2,0,0,0,9920,0,9999999,38000,143,4482.0,,
2006,75,41180,1500,22,0,800,6,258,1,2,6,2,0,0,0,9920,0,9999999,38000,143,4482.0,,
2006,117,41180,1602,13,1500,0,2,77,2,25,6,4,0,11,1,1960,8190,10000,10000,97,4480.0,,
2006,66,28140,901,13,1700,0,1,66,2,34,1,7,1,6,1,4110,8680,15000,33000,162,4480.0,,
2006,66,28140,901,13,1700,0,2,73,1,34,1,7,1,2,1,4110,8680,18000,33000,162,4480.0,,
2006,66,28140,901,13,1700,0,3,68,1,13,6,7,1,2,0,9920,0,9999999,33000,162,4480.0,,
2006,66,28140,901,13,1700,0,4,116,1,2,6,7,1,0,0,9920,0,9999999,33000,162,4480.0,,
2006,50,41180,1802,22,0,540,1,48,2,26,6,6,0,11,1,3240,8270,20000,20000,196,4482.0,,
2006,15,28140,1001,22,0,780,1,15,1,44,4,3,0,6,1,9140,7570,45000,45000,430,4482.0,,
2006,115,36540,702,12,0,0,1,110,2,50,1,1,1,2,3,8320,3890,0,9060,25,4480.0,,
2006,115,36540,702,12,0,0,2,65,1,53,1,1,1,1,3,9640,1180,4000,9060,25,4480.0,,
2006,115,36540,702,12,0,0,3,126,1,23,1,1,1,5,2,4940,7590,5000,9060,25,4480.0,,
2006,106,36540,702,22,0,750,2,80,2,42,1,5,0,7,3,2630,9370,24000,92000,501,4480.0,,
2006,106,36540,702,22,0,750,3,72,2,78,3,5,0,6,3,9920,0,6000,92000,501,4480.0,,
2006,121,36540,902,12,0,0,1,123,2,44,1,4,0,8,1,5840,6990,38000,41500,267,4480.0,,
2006,85,29820,501,13,1400,0,1,86,1,32,6,6,0,7,2,1050,6490,0,0,1,4480.0,,
2006,85,29820,501,13,1400,0,2,78,2,55,4,6,0,8,2,2600,8560,0,0,1,4480.0,,
2006,93,29820,511,13,1200,0,3,79,2,22,6,1,2,6,1,8965,3980,2000,107000,501,4480.0,,
2006,63,29820,505,13,1700,0,1,63,1,40,1,7,1,2,1,4000,7860,10500,25190,58,4480.0,,
2006,63,29820,505,13,1700,0,2,58,2,52,1,7,1,2,1,7750,3980,5840,25190,58,4480.0,,
2006,63,29820,505,13,1700,0,3,52,1,22,2,7,1,6,1,9620,3980,8000,25190,58,4480.0,,
2006,63,29820,505,13,1700,0,4,58,2,20,6,7,1,5,3,5620,5170,0,25190,58,4480.0,,
2006,63,29820,505,13,1700,0,5,51,1,16,6,7,1,2,3,4150,8680,180,25190,58,4480.0,,
2006,63,29820,505,13,1700,0,6,55,1,13,6,7,1,2,0,9920,0,9999999,25190,58,4480.0,,
2006,93,39900,200,22,0,820,1,95,2,62,1,1,0,6,3,9920,0,600,13100,97,4482.0,,
2006,93,39900,200,22,0,820,2,101,1,61,1,1,0,4,3,9920,0,12500,13100,97,4482.0,,
2006,76,29820,511,22,0,1300,2,80,2,43,6,6,0,11,1,5110,4270,38000,38000,368,4480.0,,
2006,58,29820,504,22,0,880,1,58,1,54,2,6,0,11,1,310,8680,30000,30000,288,4480.0,,
2006,53,29820,502,22,0,680,2,63,1,22,6,7,1,6,2,9920,9920,0,2400,17,4480.0,,
2006,107,39900,100,12,0,0,1,107,1,60,1,1,0,11,3,300,3590,211000,214900,501,4480.0,,
2006,107,39900,100,12,0,0,2,96,2,56,1,1,0,11,3,2320,7860,3900,214900,501,4480.0,,
2006,85,29820,506,13,1200,0,1,85,1,65,1,1,0,10,3,310,8660,46800,46800,385,4480.0,,
2006,85,29820,506,13,1200,0,2,94,2,55,1,1,0,6,3,9920,0,0,46800,385,4480.0,,
2006,54,29820,508,12,0,0,3,69,1,39,6,1,0,11,3,3630,7990,4500,33530,218,4480.0,,
2006,90,29820,501,13,1700,0,3,95,2,75,4,1,0,10,3,9920,0,10000,72600,463,4480.0,,
2006,58,29820,501,22,0,800,4,62,1,1,6,8,0,0,0,9920,0,9999999,66000,274,4480.0,,
2006,189,29820,503,22,0,800,1,190,2,35,3,2,0,6,1,4720,8680,15000,15000,95,4480.0,,
2006,189,29820,503,22,0,800,2,191,1,15,6,2,0,2,0,9920,0,0,15000,95,4480.0,,
2006,189,29820,503,22,0,800,3,219,2,11,6,2,0,2,0,9920,0,9999999,15000,95,4480.0,,
2006,63,29820,505,22,0,900,2,59,2,24,6,1,0,6,3,4110,8680,2000,25000,19,4482.0,,
2006,30,39900,100,22,0,830,1,30,2,19,6,1,0,6,3,4900,8560,30000,30000,293,4480.0,,
2006,153,29820,511,13,1600,0,1,152,2,64,5,6,0,11,1,4920,7070,78000,78000,501,4480.0,,
2006,60,39900,100,13,1200,0,1,59,1,35,1,1,0,10,1,1740,7290,65000,65000,406,4482.0,,
2006,60,39900,100,13,1200,0,2,59,2,33,1,7,1,6,3,9050,6070,0,65000,406,4482.0,,
2006,60,39900,100,13,1200,0,3,72,1,1,6,7,1,0,0,9920,0,9999999,65000,406,4482.0,,
2006,226,29820,508,22,0,840,1,232,2,27,6,1,0,10,3,4110,8660,3000,3000,28,4482.0,,
2006,188,29820,506,22,0,1000,1,188,1,60,1,6,0,6,2,3930,7680,39500,58700,371,4480.0,,
2006,188,29820,506,22,0,1000,2,176,2,46,1,6,0,6,2,4110,8680,19200,58700,371,4480.0,,
2006,188,29820,506,22,0,1000,3,183,2,17,6,6,0,4,3,9920,0,0,58700,371,4480.0,,
2006,43,39900,200,0,0,0,1,43,2,16,6,1,4,2,3,9920,0,0,9999999,1,4480.0,,
2006,75,29820,502,22,0,500,2,67,1,22,6,7,1,6,1,3730,7680,32500,34000,318,4480.0,,
2006,92,29820,505,13,740,0,1,92,1,61,1,1,0,7,1,7330,3190,18000,19100,146,4480.0,,
2006,92,29820,505,13,740,0,2,101,2,61,1,1,0,6,1,4050,4970,1100,19100,146,4480.0,,
2006,44,29820,510,13,1000,0,1,45,1,23,6,1,1,7,3,4760,4670,1500,1500,14,4480.0,,
2006,37,29820,505,13,1500,0,2,61,1,26,6,1,1,7,1,9130,4470,50000,40000,483,4480.0,,
2006,58,29820,507,22,0,870,1,57,2,33,4,7,1,10,1,800,7270,41000,41000,302,4480.0,,
2006,58,29820,507,22,0,870,2,54,1,12,6,7,1,2,0,9920,0,9999999,41000,302,4480.0,,
2006,152,29820,502,13,1900,0,1,154,1,38,6,1,1,6,1,9130,6380,35000,35000,171,4482.0,,
2006,152,29820,502,13,1900,0,2,130,1,16,6,1,1,5,3,9920,0,0,35000,171,4482.0,,
2006,152,29820,502,13,1900,0,3,134,2,11,6,1,1,2,0,9920,0,9999999,35000,171,4482.0,,
2006,152,29820,502,13,1900,0,4,134,2,8,6,1,1,1,0,9920,0,9999999,35000,171,4482.0,,
2006,152,29820,502,13,1900,0,5,142,2,36,6,1,1,2,3,9920,0,0,35000,1,4482.0,,
2006,207,29820,504,22,0,670,1,205,1,30,6,1,1,2,1,4250,7770,51000,51000,489,4480.0,,
2006,207,29820,504,22,0,670,2,250,1,28,6,1,1,2,1,4250,7770,23000,23000,223,4480.0,,
2006,60,29820,501,13,1600,0,4,69,2,21,6,1,0,8,1,3410,5070,9200,156200,501,4482.0,,
2006,175,29820,507,13,600,0,2,190,2,51,1,1,0,7,3,9920,0,9500,49500,377,4480.0,,
2006,57,29820,504,22,0,800,1,57,1,48,6,7,4,5,1,8000,2980,14520,14520,105,4480.0,,
2006,57,29820,504,22,0,800,2,54,2,11,6,7,4,2,0,9920,0,9999999,14520,105,4480.0,,
2006,57,29820,504,22,0,800,3,57,2,53,6,7,4,7,2,4610,8170,16690,14520,159,4480.0,,
2006,144,29820,508,22,0,820,1,145,1,49,4,7,1,8,1,4700,4790,21100,21100,203,4480.0,,
2006,62,29820,501,13,1400,0,1,62,1,27,1,1,4,6,1,4120,8590,14400,14400,91,4480.0,,
2006,62,29820,501,13,1400,0,2,55,2,26,1,1,4,6,3,4040,8680,0,14400,91,4480.0,,
2006,38,29820,501,13,1700,0,3,48,1,24,6,1,0,10,1,4920,7070,3500,92100,501,4480.0,,
2006,67,29820,501,22,0,750,1,68,1,68,4,1,0,7,1,3930,8660,38400,38400,405,4482.0,,
2006,57,29820,502,13,2100,0,1,57,1,63,1,8,0,7,3,2700,6670,112800,196800,501,4482.0,,
2006,52,29820,506,13,550,0,1,52,1,54,6,4,0,7,3,1550,9370,59000,59000,501,4480.0,,
2006,77,29820,501,13,1500,0,1,78,1,34,6,2,0,7,1,5410,6070,55000,55000,501,4480.0,,
2006,77,29820,501,13,1500,0,2,78,2,39,4,2,1,7,1,5240,6070,40000,55000,385,4480.0,,
2006,62,29820,501,13,1600,0,1,63,1,49,4,6,0,10,3,2910,8560,40000,40000,385,4480.0,,
2006,189,29820,511,22,0,590,1,188,2,79,5,1,0,0,3,9920,0,9600,9600,100,4480.0,,
2006,64,29820,501,13,1300,0,3,80,1,45,4,1,0,6,1,6230,770,12400,84600,501,4482.0,,
2006,90,29820,504,22,0,640,1,89,1,44,6,8,1,6,1,4000,8660,36000,36000,344,4480.0,,
2006,85,29820,511,22,0,960,1,84,2,25,6,1,0,7,3,5310,8190,25000,25000,185,4480.0,,
2006,85,29820,511,22,0,960,2,79,2,3,6,6,0,0,0,9920,0,9999999,25000,185,4480.0,,
2006,85,29820,511,22,0,960,3,78,1,29,6,1,0,6,1,4850,3690,28000,25000,275,4480.0,,
2006,168,29820,502,13,1200,0,3,158,1,20,6,1,4,6,1,4210,7770,20800,20800,201,4480.0,,
2006,76,29820,511,22,0,770,1,76,1,44,3,1,0,6,1,7315,7070,20000,20000,193,4482.0,,
2006,264,29820,511,22,0,800,1,261,2,25,6,2,0,6,1,5120,7080,40000,40000,382,4480.0,,
2006,94,29820,505,13,1500,0,1,95,2,35,1,1,1,6,3,4940,4580,8400,44800,276,4480.0,,
2006,94,29820,505,13,1500,0,2,103,1,42,1,1,1,7,1,5000,2370,36400,44800,276,4480.0,,
2006,94,29820,505,13,1500,0,3,92,1,13,6,1,1,2,0,9920,0,9999999,44800,276,4480.0,,
2006,53,29820,501,12,0,0,1,52,2,78,5,6,0,5,3,9920,0,4600,14600,121,4480.0,,
2006,53,29820,501,12,0,0,2,38,1,54,5,6,0,6,1,5620,5380,10000,14600,121,4480.0,,
2006,89,29820,505,22,0,600,2,93,1,30,6,1,1,2,1,6250,770,16000,16000,155,4480.0,,
2006,131,29820,504,22,0,800,1,130,1,47,1,1,1,3,1,6230,770,4700,8700,30,4480.0,,
2006,131,29820,504,22,0,800,2,154,2,45,1,1,1,3,1,5300,8660,1400,8700,30,4480.0,,
2006,131,29820,504,22,0,800,3,158,1,26,1,1,1,2,3,9920,0,0,8700,30,4480.0,,
2006,131,29820,504,22,0,800,4,125,2,21,1,1,1,2,3,9920,0,0,8700,30,4480.0,,
2006,131,29820,504,22,0,800,5,124,2,5,6,1,1,0,0,9920,0,9999999,8700,30,4480.0,,
2006,131,29820,504,22,0,800,6,121,1,22,6,1,1,2,1,6230,770,2600,8700,30,4480.0,,
2006,58,29820,509,22,0,400,1,57,1,72,5,1,2,2,3,9920,0,9610,26610,224,4480.0,,
2006,94,29820,507,22,0,1400,1,95,1,46,6,1,0,10,1,710,7390,85000,85000,501,4480.0,,
2006,94,29820,507,22,0,1400,2,84,2,45,6,1,0,8,3,9920,0,0,85000,1,4480.0,,
2006,68,29820,509,13,1300,0,3,79,2,56,3,2,0,6,1,4940,7590,720,96920,481,4480.0,,
2006,109,39900,200,22,0,240,1,107,1,78,3,1,0,7,3,9920,0,11200,11200,118,4480.0,,
2006,69,29820,509,0,0,0,1,69,1,28,6,2,0,7,3,6260,770,10000,9999999,0,4480.0,,
2006,119,29820,508,22,0,870,2,142,1,18,6,2,0,6,2,9640,4770,800,800,8,4480.0,,
2006,55,29820,511,22,0,780,1,55,2,26,6,1,1,8,1,5260,8180,2000,2000,19,4480.0,,
2006,154,29820,510,13,1400,0,3,163,2,35,6,1,1,2,1,4030,8680,3300,39300,252,4480.0,,
2006,55,29820,505,13,1700,0,1,55,1,53,1,2,0,10,1,910,6890,72000,72000,501,4480.0,,
2006,55,29820,505,13,1700,0,2,60,2,61,1,3,0,7,3,4700,5280,0,72000,501,4480.0,,
2006,63,29820,502,13,830,0,5,62,2,25,6,3,1,6,1,4120,8660,8000,8000,77,4480.0,,
2006,55,29820,507,13,1600,0,1,56,1,62,1,6,0,10,3,3300,8190,44000,116000,501,4480.0,,
2006,55,29820,507,13,1600,0,2,44,2,58,1,6,0,10,1,3300,8190,72000,116000,501,4480.0,,
2006,76,29820,511,13,1400,0,2,79,2,48,1,1,0,6,1,5700,6290,25050,155050,501,4480.0,,
2006,192,29820,501,22,0,1100,2,228,1,32,6,1,0,7,1,4110,8680,27000,27000,261,4480.0,,
