YEAR,HHWT,MET2013,PUMA,OWNERSHPD,MORTAMT1,RENT,PERNUM,PERWT,SEX,AGE,MARST,RACE,HISPAN,EDUC,EMPSTAT,OCC2010,IND,INCTOT,FTOTINC,POVERTY,MIGMET1,MIGPLAC1,MIGPUMA1
2012,76,22660,103,22,0,1200,1,76,2,30,6,1,0,8,1,4250,7770,20000,20000,168,,6.0,3700.0
2012,46,19740,816,13,2400,0,1,45,2,55,1,1,1,8,2,4840,6090,25000,165000,501,,6.0,3700.0
2012,46,19740,816,13,2400,0,2,55,1,57,1,1,0,11,1,4000,8680,140000,165000,501,,6.0,3700.0
2012,74,19740,819,13,1100,0,2,80,2,22,6,2,0,7,2,4620,8590,2100,65100,356,,6.0,3700.0
2012,40,39380,700,22,0,660,5,69,2,44,6,1,1,5,3,9920,0,16900,100700,273,,6.0,3700.0
2012,68,19740,801,13,2500,0,4,91,2,25,6,1,0,7,3,9920,0,0,0,1,,6.0,5900.0
2012,96,17820,4103,22,0,1000,1,96,2,56,5,1,0,7,2,5120,7680,8500,8500,71,,6.0,3700.0
2012,278,19740,815,22,0,800,1,279,1,33,1,1,0,10,1,4720,6990,100000,160000,501,,6.0,5900.0
2012,153,19740,823,12,0,0,1,153,1,81,1,1,1,3,3,9920,0,22800,31000,227,,6.0,3700.0
2012,153,19740,823,12,0,0,2,78,2,72,1,1,0,6,3,9920,0,8200,31000,227,,6.0,3700.0
2012,97,17820,4102,13,860,0,4,117,2,59,4,1,0,7,3,5810,9470,19700,152500,501,,6.0,5900.0
2012,66,19740,804,22,0,1300,1,66,1,37,1,1,1,10,2,2630,7370,1000,73000,319,,6.0,3700.0
2012,66,19740,804,22,0,1300,2,56,2,38,1,1,1,8,1,3130,8190,72000,73000,319,,6.0,3700.0
2012,66,19740,804,22,0,1300,3,49,2,4,6,1,1,1,0,9920,0,9999999,73000,319,,6.0,3700.0
2012,66,19740,804,22,0,1300,4,50,1,3,6,1,1,1,0,9920,0,9999999,73000,319,,6.0,3700.0
2012,178,39380,700,13,500,0,2,225,2,27,6,1,4,11,2,30,7870,21000,76000,501,,6.0,3700.0
2012,89,19740,823,13,1900,0,3,153,2,25,6,1,0,10,1,5700,8190,8300,228900,501,,6.0,3700.0
2012,73,19740,801,12,0,0,3,166,1,33,4,1,0,11,2,620,6990,8900,56000,313,,6.0,3700.0
2012,83,19740,819,13,1300,0,1,83,1,62,1,1,0,6,3,6355,770,65700,68300,445,,6.0,3700.0
2012,83,19740,819,13,1300,0,2,54,2,63,1,8,0,7,3,9920,0,2600,68300,445,,6.0,3700.0
2012,143,19740,821,13,1400,0,1,143,1,43,1,1,0,10,3,5240,4670,30000,155000,501,,6.0,3700.0
2012,143,19740,821,13,1400,0,2,122,2,39,1,1,0,10,1,1000,9470,125000,155000,501,,6.0,3700.0
2012,143,19740,821,13,1400,0,3,113,2,7,6,1,0,1,0,9920,0,9999999,155000,501,,6.0,3700.0
2012,143,19740,821,13,1400,0,4,112,2,5,6,1,0,1,0,9920,0,9999999,155000,501,,6.0,3700.0
2012,143,19740,821,13,1400,0,5,115,2,3,6,1,0,0,0,9920,0,9999999,155000,501,,6.0,3700.0
2012,186,19740,823,12,0,0,1,186,1,56,1,1,0,8,3,3930,8560,102000,102000,501,,6.0,5900.0
2012,186,19740,823,12,0,0,2,223,2,53,1,1,0,8,3,4760,5490,0,102000,501,,6.0,5900.0
2012,181,22660,103,0,0,0,1,181,1,18,6,1,0,6,3,4720,8590,7000,9999999,0,,6.0,5900.0
2012,481,19740,813,22,0,2000,1,481,1,43,4,1,0,11,1,430,770,150000,150000,501,,6.0,5900.0
2012,108,19740,813,22,0,1300,2,159,2,30,6,1,0,10,1,220,5380,45000,45000,381,,6.0,3700.0
2012,47,19740,809,13,1400,0,3,76,1,49,6,1,0,8,2,430,7380,18000,18000,152,,6.0,3700.0
2012,92,14860,102,22,0,2300,1,91,1,30,1,1,0,10,1,2700,6570,130000,197000,501,,6.0,3700.0
2012,92,14860,102,22,0,2300,2,80,2,29,1,1,0,10,1,820,6670,67000,197000,501,,6.0,3700.0
2012,85,35300,905,0,0,0,1,85,2,22,6,4,0,10,3,9920,0,21000,9999999,0,,6.0,3700.0
2012,83,35300,901,12,0,0,5,60,1,21,6,1,0,6,2,4760,4880,23000,168500,501,,6.0,3700.0
2012,61,14860,102,22,0,2500,1,60,1,28,6,4,0,11,1,2200,7870,60000,60000,501,,6.0,3700.0
2012,72,35300,903,0,0,0,1,72,2,22,6,4,0,10,3,9920,0,21000,9999999,0,,6.0,3700.0
2012,93,14860,101,13,1800,0,1,93,2,43,1,1,0,10,1,850,6990,111000,293000,501,,6.0,3700.0
2012,93,14860,101,13,1800,0,2,82,1,46,1,1,0,7,1,7200,8770,182000,293000,501,,6.0,3700.0
2012,93,14860,101,13,1800,0,3,96,1,12,6,1,0,2,0,9920,0,9999999,293000,501,,6.0,3700.0
2012,93,14860,101,13,1800,0,4,103,2,9,6,1,0,1,0,9920,0,9999999,293000,501,,6.0,3700.0
2012,67,25540,302,22,0,1200,1,66,2,26,6,1,0,11,1,1320,3590,36800,36800,311,,6.0,3700.0
2012,198,35300,901,22,0,730,1,197,2,27,6,1,0,10,3,1720,2190,0,0,1,,6.0,5900.0
2012,31,35300,905,0,0,0,1,31,2,22,6,4,0,10,3,9920,0,21000,9999999,0,,6.0,3700.0
2012,110,37980,102,22,0,500,2,110,2,25,6,1,0,10,1,5120,8560,12000,46500,254,,6.0,5900.0
2012,91,20100,200,22,0,890,2,173,2,24,1,1,4,7,1,4700,5580,5000,25000,162,,6.0,3700.0
2012,48,47900,105,22,0,2700,1,49,1,28,2,1,0,11,1,2100,9470,75050,75050,501,,6.0,3700.0
2012,91,47900,105,22,0,2500,2,170,1,34,6,1,0,11,1,1220,7460,51000,51000,431,,6.0,3700.0
2012,45,47900,103,0,0,0,1,45,2,21,6,1,0,10,2,1000,7870,1400,9999999,0,,6.0,3700.0
2012,84,47900,101,22,0,3200,2,31,2,24,6,4,0,10,3,3650,7970,9600,9600,81,,6.0,3700.0
2012,105,47900,105,0,0,0,1,105,2,18,6,1,0,6,3,3950,8590,1100,9999999,0,,6.0,3700.0
2012,72,47900,105,13,2500,0,1,72,1,64,6,1,0,10,1,2810,6480,59900,59900,501,,6.0,3700.0
2012,48,47900,105,22,0,1100,1,48,1,27,6,1,0,11,1,2200,7870,29000,29000,245,,6.0,3700.0
2012,48,47900,105,22,0,1100,2,66,2,25,6,1,0,11,1,2200,7870,9000,29000,76,,6.0,3700.0
2012,41,47900,101,22,0,2000,1,41,2,22,6,1,0,10,3,5700,7870,1000,1000,8,,6.0,3700.0
2012,41,47900,101,22,0,2000,4,55,2,18,6,1,0,6,1,4110,8680,20000,20000,169,,6.0,3700.0
2012,59,47900,103,22,0,1500,1,58,1,32,1,1,0,11,1,20,9590,466000,569200,501,,6.0,3700.0
2012,59,47900,103,22,0,1500,2,71,2,34,1,1,0,11,1,430,7670,103200,569200,501,,6.0,3700.0
2012,64,47900,103,13,1100,0,1,63,1,37,6,1,0,10,2,10,3570,19700,19700,167,,6.0,3700.0
2012,77,47900,102,0,0,0,1,77,2,18,6,1,0,6,3,3950,8590,1100,9999999,0,,6.0,3700.0
2012,25,47900,103,0,0,0,1,25,2,18,6,2,0,6,1,5260,9590,6100,9999999,0,,6.0,3700.0
2012,72,47900,102,22,0,900,1,72,1,33,1,3,1,11,3,2750,8560,0,12000,78,,6.0,3700.0
2012,72,47900,102,22,0,900,2,70,2,27,1,1,0,11,3,2750,7870,12000,12000,78,,6.0,3700.0
2012,81,47900,105,0,0,0,1,81,2,18,6,1,0,6,3,3950,8590,1100,9999999,0,,6.0,3700.0
2012,82,47900,105,0,0,0,1,82,2,22,6,2,1,7,3,5700,9480,1500,9999999,0,,6.0,3700.0
2012,87,47900,102,0,0,0,1,87,2,18,6,1,0,6,3,3950,8590,1100,9999999,0,,6.0,3700.0
2012,28,47900,103,0,0,0,1,28,2,20,6,2,0,7,3,4965,5380,0,9999999,0,,6.0,3700.0
2012,49,47900,101,22,0,1500,1,49,2,24,6,1,0,10,1,3130,8180,1500,1500,12,,6.0,3700.0
2012,58,47900,102,13,4000,0,2,53,1,27,6,1,0,11,1,2100,7270,165000,92000,501,,6.0,3700.0
2012,82,33100,8613,22,0,1300,1,82,1,59,5,1,0,7,1,5310,7460,6400,6400,54,,6.0,3700.0
2012,199,27260,3103,22,0,440,1,199,2,43,4,1,1,8,1,3650,8090,22000,22000,186,,6.0,5900.0
2012,52,45300,10306,22,0,420,1,52,1,57,6,1,0,6,3,9920,0,12200,12200,102,,6.0,3700.0
2012,86,45300,10301,13,540,0,1,86,1,63,1,1,0,10,1,4430,6570,88000,88000,382,,6.0,3700.0
2012,86,45300,10301,13,540,0,2,90,2,46,1,1,0,10,3,2300,8470,0,88000,382,,6.0,3700.0
2012,86,45300,10301,13,540,0,3,93,1,16,6,1,0,4,3,9920,0,0,88000,382,,6.0,3700.0
2012,86,45300,10301,13,540,0,4,109,2,13,6,1,0,2,0,9920,0,9999999,88000,382,,6.0,3700.0
2012,57,33100,9902,13,1800,0,2,112,2,56,3,1,0,10,3,9920,0,0,6000,39,,6.0,3700.0
2012,49,45300,5702,22,0,1200,1,48,2,24,6,4,0,10,1,1820,7870,30300,30300,254,,6.0,3700.0
2012,49,45300,5702,22,0,1200,2,55,1,24,6,4,0,10,1,800,8180,40000,30300,335,,6.0,3700.0
2012,63,33100,9907,22,0,980,1,64,2,59,4,1,0,6,3,3630,8990,15600,15600,132,,6.0,3700.0
2012,290,38940,11102,22,0,1100,1,291,1,43,1,1,0,11,1,2040,9160,9600,39600,147,,6.0,3700.0
2012,290,38940,11102,22,0,1100,2,363,2,41,1,1,0,10,3,430,7580,30000,39600,147,,6.0,3700.0
2012,290,38940,11102,22,0,1100,3,255,2,16,6,1,0,4,3,9920,0,0,39600,147,,6.0,3700.0
2012,290,38940,11102,22,0,1100,4,276,2,12,6,1,0,2,0,9920,0,9999999,39600,147,,6.0,3700.0
2012,290,38940,11102,22,0,1100,5,274,2,9,6,1,0,1,0,9920,0,9999999,39600,147,,6.0,3700.0
2012,30,33100,9902,13,1600,0,1,31,2,39,6,1,0,10,1,4850,1370,109600,109600,501,,6.0,3700.0
2012,160,36740,11702,22,0,720,2,289,1,22,6,1,0,6,1,4000,8680,2300,16800,125,,6.0,3700.0
2012,47,45300,10103,12,0,0,1,46,2,71,5,1,1,7,3,2140,7270,24030,24030,220,,6.0,5900.0
2012,30,45300,10304,12,0,0,2,48,1,46,6,1,0,3,2,6260,770,5000,14900,83,,6.0,3700.0
2012,30,45300,10304,12,0,0,3,41,2,43,2,1,0,6,2,4110,8580,0,14900,83,,6.0,3700.0
2012,88,45300,5703,22,0,1000,1,88,2,29,1,8,0,11,1,4920,7070,41200,86200,501,,6.0,3700.0
2012,88,45300,5703,22,0,1000,2,76,1,33,1,2,0,6,1,5240,7870,45000,86200,501,,6.0,3700.0
2012,57,45300,10303,0,0,0,1,57,2,21,6,1,0,2,1,2000,9160,11000,9999999,92,,6.0,3700.0
2012,94,35840,11502,12,0,0,1,93,2,34,1,1,0,10,3,4320,8590,60000,86500,373,,6.0,5900.0
2012,94,35840,11502,12,0,0,2,99,1,35,1,1,1,10,1,2720,8590,26500,86500,373,,6.0,5900.0
2012,94,35840,11502,12,0,0,3,99,2,3,6,1,0,1,0,9920,0,9999999,86500,373,,6.0,5900.0
2012,94,35840,11502,12,0,0,4,99,2,1,6,1,0,0,0,9920,0,9999999,86500,373,,6.0,5900.0
2012,201,45300,5708,22,0,1800,1,201,1,42,1,1,1,11,1,9820,9770,80000,99100,428,,6.0,5900.0
2012,201,45300,5708,22,0,1800,2,142,1,16,6,1,0,4,3,9920,0,0,99100,428,,6.0,5900.0
2012,201,45300,5708,22,0,1800,3,176,1,13,6,1,0,2,0,9920,0,9999999,99100,428,,6.0,5900.0
2012,201,45300,5708,22,0,1800,4,256,2,42,1,1,1,10,2,2310,7860,19100,99100,428,,6.0,5900.0
2012,55,35840,11502,12,0,0,2,79,2,58,6,1,0,10,3,2310,7860,0,0,1,,6.0,3700.0
2012,104,33100,1114,22,0,1100,3,137,1,19,6,1,0,6,1,7540,7680,10000,61000,344,,6.0,3700.0
2012,262,33100,1102,12,0,0,6,430,2,68,6,1,4,6,3,9920,0,0,18600,59,,6.0,3700.0
2012,122,33100,8620,22,0,900,1,122,1,29,1,1,0,10,1,700,6290,22000,62000,408,,6.0,5900.0
2012,213,36740,11701,22,0,1100,1,213,1,34,6,1,1,8,1,2200,7880,160,160,1,,6.0,5900.0
2012,57,45300,5702,22,0,3100,1,58,1,31,1,6,0,11,1,9000,5090,185000,185000,501,,6.0,3700.0
2012,57,45300,5702,22,0,3100,2,62,2,28,1,6,0,11,3,620,7390,0,185000,501,,6.0,3700.0
2012,210,33100,9905,21,0,0,1,209,1,45,1,1,0,6,1,4220,7070,53000,53000,287,,6.0,3700.0
2012,210,33100,9905,21,0,0,2,314,2,43,1,1,1,6,3,9920,0,0,53000,287,,6.0,3700.0
2012,210,33100,9905,21,0,0,3,345,2,15,6,1,1,2,0,9920,0,0,53000,287,,6.0,3700.0
2012,54,27260,3104,22,0,900,1,54,1,67,6,1,0,6,3,9920,0,11600,11600,105,,6.0,5900.0
2012,46,33100,1101,13,1600,0,1,47,1,55,1,1,0,11,1,430,7680,120000,132000,501,,6.0,3700.0
2012,46,33100,1101,13,1600,0,2,43,2,55,1,1,0,10,3,620,7770,12000,132000,501,,6.0,3700.0
2012,46,33100,1101,13,1600,0,3,61,1,9,6,1,0,1,0,9920,0,9999999,132000,501,,6.0,3700.0
2012,46,33100,1101,13,1600,0,4,71,2,8,6,1,0,1,0,9920,0,9999999,132000,501,,6.0,3700.0
2012,27,15980,7101,13,1800,0,1,27,1,50,4,1,0,11,1,4800,7470,75000,75000,501,,6.0,3700.0
2012,146,33100,8612,22,0,950,1,146,2,57,6,7,4,10,3,4800,7470,70000,70000,501,,6.0,3700.0
2012,44,45300,10308,12,0,0,1,44,1,52,6,1,0,11,3,9920,0,1000,19100,126,,6.0,5900.0
2012,32,27260,3102,22,0,410,1,33,1,41,6,3,0,6,1,4965,5380,18000,18000,151,,6.0,3700.0
2012,91,33100,8616,0,0,0,1,91,1,20,6,4,0,6,3,5700,7890,13300,9999999,0,,6.0,3700.0
2012,65,35840,8103,13,1700,0,1,65,2,67,5,1,0,11,3,2310,7860,103700,103700,501,,6.0,3700.0
2012,96,33100,1111,13,630,0,3,165,1,23,6,2,2,6,2,9300,6090,2000,93000,324,,6.0,3700.0
2012,10,33100,9911,0,0,0,1,10,2,21,6,1,0,2,1,2000,9160,11000,9999999,92,,6.0,3700.0
2012,81,12060,2003,22,0,1000,1,81,1,54,6,1,0,10,1,560,9590,59000,59000,501,,6.0,3700.0
2012,237,12060,4500,12,0,0,2,165,2,42,6,2,0,10,3,150,6570,18300,72900,501,,6.0,3700.0
2012,87,12060,1006,22,0,750,1,87,1,28,6,8,0,10,1,430,3190,33500,33500,284,,6.0,3700.0
2012,250,12060,3004,22,0,940,2,223,2,40,1,1,0,7,3,9920,0,10,93010,340,,6.0,3700.0
2012,250,12060,3004,22,0,940,3,234,1,17,6,1,0,4,3,9920,0,0,93010,340,,6.0,3700.0
2012,250,12060,3004,22,0,940,4,235,1,15,6,1,0,2,0,9920,0,0,93010,340,,6.0,3700.0
2012,250,12060,3004,22,0,940,5,215,2,13,6,1,0,2,0,9920,0,9999999,93010,340,,6.0,3700.0
2012,129,12060,1007,22,0,950,1,129,1,31,6,2,0,11,3,9920,0,0,0,1,,6.0,3700.0
2012,108,12060,3004,0,0,0,1,108,1,55,4,7,1,6,3,520,4670,16000,9999999,0,,6.0,3700.0
2012,99,12060,1006,22,0,1500,2,114,1,24,6,1,0,10,1,4850,3380,96000,96000,501,,6.0,5900.0
2012,77,12060,3001,0,0,0,1,77,1,55,4,7,1,6,3,520,4670,16000,9999999,0,,6.0,3700.0
2012,78,12060,3800,13,1100,0,3,90,2,24,6,6,0,10,1,3410,5070,19200,110200,460,,6.0,5900.0
2012,78,12060,3800,13,1100,0,4,88,1,4,6,8,0,0,0,9920,0,9999999,110200,460,,6.0,5900.0
2012,149,12060,6002,22,0,1500,1,149,2,38,4,8,0,11,1,1000,9590,50000,50000,320,,6.0,5900.0
2012,149,12060,6002,22,0,1500,2,62,2,4,6,8,0,1,0,9920,0,9999999,50000,320,,6.0,5900.0
2012,110,12060,4002,13,660,0,2,182,2,50,4,1,0,6,3,4700,6890,7600,29200,210,,6.0,5900.0
2012,54,12060,3004,22,0,900,1,54,2,36,4,1,0,6,1,5700,7380,47000,47000,399,,6.0,3700.0
2012,76,12060,2004,22,0,1100,1,77,1,26,6,1,0,10,1,3930,7680,50000,50000,424,,6.0,3700.0
2012,76,12060,2400,13,780,0,2,79,1,42,1,2,0,6,3,9130,6170,-7500,23970,85,,6.0,3700.0
2012,106,12060,3003,13,1000,0,3,132,1,44,4,2,0,11,2,350,8090,17000,89800,385,,6.0,3700.0
2012,32,12060,3004,13,1600,0,3,37,1,37,6,1,0,7,2,2140,9590,3000,121000,501,,6.0,3700.0
2012,181,12060,2400,22,0,1000,1,181,1,43,4,1,0,10,3,2760,6570,500,500,4,,6.0,3700.0
2012,63,12060,1001,22,0,300,1,63,1,33,4,8,0,6,3,9920,0,8600,8600,72,,6.0,3700.0
2012,324,12060,2400,22,0,810,1,325,1,39,6,1,0,6,1,4520,6570,100000,100000,501,,6.0,3700.0
2012,143,12060,1007,22,0,730,1,143,1,27,6,2,0,10,2,4110,8680,37000,37000,310,,6.0,3700.0
2012,85,12060,4006,22,0,1000,1,85,1,29,6,8,0,10,2,30,8370,60200,60200,501,,6.0,3700.0
2012,85,12060,4006,22,0,1000,2,62,1,37,6,8,0,7,1,4760,4880,19500,60200,165,,6.0,3700.0
2012,130,12060,4600,0,0,0,1,130,1,41,4,2,0,10,3,9920,0,0,9999999,0,,6.0,3700.0
2012,155,46520,306,0,0,0,1,155,1,27,6,8,0,6,1,5240,5592,13000,9999999,0,,6.0,5900.0
2012,42,46520,306,22,0,1900,2,34,2,57,1,1,0,10,1,2310,7860,36000,126000,501,,6.0,5900.0
2012,60,46520,303,22,0,1500,5,78,1,5,6,1,0,1,0,9920,0,9999999,12100,42,,6.0,3700.0
2012,17,46520,308,0,0,0,1,17,1,10,6,1,0,1,0,9920,0,9999999,9999999,0,,6.0,3700.0
2012,77,46520,303,13,2400,0,3,109,2,23,6,5,0,10,3,2200,7870,2500,209400,501,,6.0,3700.0
2012,227,46520,302,22,0,2400,1,227,1,28,1,1,1,6,2,1000,6690,10000,13000,85,,6.0,5900.0
2012,227,46520,302,22,0,2400,2,194,2,26,1,1,0,8,1,2310,7860,3000,13000,85,,6.0,5900.0
2012,113,46520,305,22,0,3300,5,73,1,2,6,2,0,0,0,9920,0,9999999,166500,501,,6.0,3700.0
2012,281,46520,307,22,0,2000,1,280,1,29,2,7,1,6,1,430,2490,15000,15000,126,,6.0,3700.0
2012,98,46520,306,0,0,0,1,98,1,31,2,1,1,6,1,9830,9690,98000,9999999,0,,6.0,3700.0
2012,36,46520,301,0,0,0,1,36,2,18,6,1,0,6,1,4720,5570,3000,9999999,0,,6.0,3700.0
2012,399,46520,304,22,0,1400,1,400,1,23,6,1,0,7,1,9300,9780,61200,61200,501,,6.0,3700.0
2012,42,46520,304,0,0,0,1,42,2,22,6,1,1,7,1,2010,8380,1000,9999999,0,,6.0,3700.0
2012,97,46520,306,0,0,0,1,97,1,31,2,1,1,6,1,9830,9690,98000,9999999,0,,6.0,3700.0
2012,133,46520,306,0,0,0,1,133,1,27,6,8,0,6,1,5240,5592,13000,9999999,0,,6.0,5900.0
2012,151,46520,303,22,0,830,2,79,1,31,6,6,0,10,2,430,770,12000,12000,101,,6.0,5900.0
2012,13,46520,306,0,0,0,1,13,1,27,6,8,0,6,1,5240,5592,13000,9999999,0,,6.0,5900.0
2012,5,46520,306,0,0,0,1,5,1,31,2,1,1,6,1,9830,9690,98000,9999999,0,,6.0,3700.0
2012,102,46520,306,0,0,0,1,102,1,31,2,1,1,6,1,9830,9690,98000,9999999,0,,6.0,3700.0
2012,108,14260,500,22,0,530,1,109,1,39,4,1,1,2,1,7220,170,36000,36000,228,,6.0,5900.0
2012,121,14260,400,13,1300,0,1,120,1,61,1,1,0,10,3,1320,3590,224000,284000,501,,6.0,3700.0
2012,121,14260,400,13,1300,0,2,109,2,62,1,1,0,11,3,2310,7860,60000,284000,501,,6.0,3700.0
2012,137,17660,200,13,1000,0,1,137,2,52,1,1,0,7,3,8965,5580,400,110400,501,,6.0,3700.0
2012,137,17660,200,13,1000,0,2,141,1,55,1,1,0,7,1,4700,5580,110000,110400,501,,6.0,3700.0
2012,348,14260,702,13,2200,0,1,347,2,33,1,1,0,11,1,2100,7270,100000,220000,501,,6.0,5900.0
2012,348,14260,702,13,2200,0,2,312,1,38,1,1,0,11,1,350,8180,120000,220000,501,,6.0,5900.0
2012,149,14260,400,13,2300,0,1,148,2,36,1,1,0,11,1,2310,7860,32000,57400,374,,6.0,3700.0
2012,149,14260,400,13,2300,0,2,134,1,36,1,1,0,10,1,4250,7770,25400,57400,374,,6.0,3700.0
2012,144,14260,500,22,0,730,1,144,1,65,4,1,0,10,3,5610,3960,1700,1700,15,,6.0,5900.0
2012,82,14260,600,22,0,460,1,82,1,27,1,1,0,10,1,1360,770,46000,71000,462,,6.0,3700.0
2012,82,14260,600,22,0,460,2,134,2,24,1,1,0,10,1,2140,7590,25000,71000,462,,6.0,3700.0
2012,88,16580,2100,0,0,0,1,88,1,22,6,4,0,10,1,2200,7870,10000,9999999,0,,6.0,5900.0
2012,37,16980,3502,13,5300,0,2,52,1,38,6,1,0,7,1,130,6390,133000,133000,501,,6.0,3700.0
2012,200,16980,3309,0,0,0,1,200,1,26,6,1,0,7,1,9820,9690,20400,9999999,0,,6.0,3700.0
2012,130,16980,3520,22,0,830,1,130,2,25,6,6,0,10,1,4600,8470,15000,15000,126,,6.0,3700.0
2012,101,16980,3526,22,0,1000,2,87,2,35,1,6,0,11,1,2310,7860,47000,97000,501,,6.0,3700.0
2012,63,16980,3502,22,0,1700,2,90,2,23,6,1,0,10,1,430,7470,40000,40000,338,,6.0,3700.0
2012,44,16980,3421,22,0,1100,2,57,2,22,6,6,0,10,3,4720,5380,0,0,1,,6.0,3700.0
2012,54,16980,3523,0,0,0,1,54,1,49,2,1,0,6,3,9920,0,0,9999999,0,,6.0,3700.0
2012,113,16980,3414,13,2000,0,3,245,1,49,4,1,0,7,3,9920,0,29900,86400,483,,6.0,5900.0
2012,160,16980,3527,22,0,600,1,161,2,21,6,7,1,7,1,5160,6870,25000,25000,209,,6.0,3700.0
2012,92,16980,3420,12,0,0,3,153,1,34,6,6,0,11,3,2200,7870,0,110900,501,,6.0,3700.0
2012,125,16980,3205,22,0,900,1,124,2,25,6,6,0,10,1,4030,8370,3000,3000,25,,6.0,3700.0
2012,97,16980,3504,22,0,750,1,97,1,38,6,1,0,6,1,6730,770,50000,50000,422,,6.0,3700.0
2012,69,16980,3529,22,0,1200,1,69,2,28,6,1,0,8,1,4000,8680,26000,26000,219,,6.0,3700.0
2012,47,40420,2801,22,0,980,1,47,2,33,6,6,0,10,1,710,7070,94000,94000,501,,6.0,3700.0
2012,107,16980,3309,0,0,0,1,107,1,26,6,1,0,7,1,9820,9690,20400,9999999,0,,6.0,3700.0
2012,30,16980,3529,0,0,0,1,30,2,21,6,1,0,6,3,5260,7270,3500,9999999,0,,6.0,3700.0
2012,61,29200,1200,0,0,0,1,61,2,18,6,1,0,6,3,4720,4970,390,9999999,0,,6.0,5900.0
2012,157,29200,1200,0,0,0,1,157,2,18,6,1,0,6,3,4720,4970,390,9999999,0,,6.0,5900.0
2012,288,14020,2800,0,0,0,1,288,1,39,6,6,0,7,3,4120,7870,5700,9999999,0,,6.0,3700.0
2012,99,29200,1200,0,0,0,1,99,2,18,6,1,0,6,3,4720,4970,390,9999999,0,,6.0,5900.0
2012,186,26900,2306,22,0,500,1,186,2,28,6,7,1,2,2,4720,8680,0,0,1,,6.0,3700.0
2012,71,16980,101,13,670,0,2,51,1,62,4,2,0,3,3,9920,0,9400,89000,80,,6.0,3700.0
2012,187,29200,1200,22,0,450,1,187,2,24,2,4,0,11,1,800,7280,12000,12000,102,,6.0,3700.0
2012,25,19780,1700,0,0,0,1,25,1,18,6,1,0,6,3,9920,0,7000,9999999,0,,6.0,3700.0
2012,259,19780,1400,12,0,0,4,314,1,33,6,1,1,2,1,6260,770,9200,35260,147,,6.0,3700.0
2012,95,19780,1700,0,0,0,1,95,1,18,6,1,0,6,3,9920,0,7000,9999999,0,,6.0,3700.0
2012,278,48620,1304,22,0,490,1,278,1,20,6,6,0,8,3,2310,7860,0,0,1,,6.0,5900.0
2012,105,48620,1301,22,0,950,1,105,2,21,6,8,0,6,1,4900,5170,3000,3000,25,,6.0,3700.0
2012,42,29940,700,0,0,0,1,42,1,18,6,1,0,6,3,4620,7890,680,9999999,0,,6.0,3700.0
2012,118,48620,1303,22,0,400,1,118,1,83,5,6,0,6,3,9920,0,25800,25800,187,,6.0,3700.0
2012,9,29940,700,0,0,0,1,9,1,18,6,1,0,6,3,4620,7890,680,9999999,0,,6.0,3700.0
2012,100,48620,1302,13,1100,0,3,102,1,27,6,1,0,10,1,220,770,17000,391000,501,,6.0,3700.0
2012,182,31140,1704,13,1100,0,1,183,2,33,6,1,0,10,1,3310,7980,62000,62000,501,,6.0,3700.0
2012,182,31140,1704,13,1100,0,3,267,1,28,6,8,1,6,1,5240,5580,30000,62000,251,,6.0,3700.0
2012,72,43340,100,12,0,0,2,93,2,32,6,2,0,6,3,4760,5180,3200,12800,70,,6.0,3700.0
2012,77,43340,200,0,0,0,1,77,2,56,6,2,0,6,3,9920,0,6000,9999999,0,,6.0,3700.0
2012,139,35380,2301,13,1400,0,2,266,2,30,3,6,0,7,3,4400,8590,200,24870,88,,6.0,3700.0
2012,183,43340,101,22,0,910,3,197,1,31,6,2,0,10,3,9920,0,1500,100600,501,,6.0,3700.0
2012,70,35380,2402,22,0,1300,1,69,2,37,1,1,0,11,1,3060,8190,20000,54700,362,,6.0,5900.0
2012,70,35380,2402,22,0,1300,2,61,1,36,1,1,0,8,1,4040,8680,34700,54700,362,,6.0,5900.0
2012,126,35380,2401,22,0,830,1,125,1,18,6,2,0,5,1,4140,8680,1500,1500,12,,6.0,3700.0
2012,29,43340,200,0,0,0,1,29,2,56,6,2,0,6,3,9920,0,6000,9999999,0,,6.0,3700.0
2012,52,35380,2401,13,3700,0,3,36,2,23,6,1,0,10,1,5400,7970,300,396300,501,,6.0,5900.0
2012,54,12940,1400,12,0,0,1,54,1,56,4,2,0,10,2,5000,7290,23400,61500,347,,6.0,3700.0
2012,73,12940,1500,22,0,1200,1,72,1,28,6,1,0,10,1,2720,8560,40000,40000,341,,6.0,3700.0
2012,119,12580,901,13,2400,0,1,118,2,49,1,1,0,11,1,2100,7270,110000,185000,501,,6.0,3700.0
2012,119,12580,901,13,2400,0,2,114,1,55,1,1,0,10,1,1010,4690,75000,185000,501,,6.0,3700.0
2012,119,12580,901,13,2400,0,3,143,1,14,6,1,0,2,0,9920,0,9999999,185000,501,,6.0,3700.0
2012,119,12580,901,13,2400,0,4,122,2,12,6,1,0,2,0,9920,0,9999999,185000,501,,6.0,3700.0
2012,68,12580,501,13,2500,0,1,69,1,45,2,2,0,11,1,9050,6290,130000,130000,501,,6.0,3700.0
2012,65,12580,502,0,0,0,1,65,2,20,6,1,1,7,3,4250,7770,1200,9999999,0,,6.0,3700.0
2012,61,12580,504,0,0,0,1,61,2,18,6,1,0,6,3,4620,8670,0,9999999,0,,6.0,3700.0
