State00,PUMA00,GEOID00,GISJOIN00,State10,PUMA10,GEOID10,GISJOIN10,State10_Name,PUMA10_Name,CPUMA00,CPUMA10,PUMA00_Pop00,PUMA10_Pop00,Part_Pop00,pPUMA00_Pop00,pPUMA10_Pop00,PUMA00_Pop10,PUMA10_Pop10,Part_Pop10,pPUMA00_Pop10,pPUMA10_Pop10,PUMA00_Land,PUMA10_Land,Part_Land,pPUMA00_Land,pPUMA10_Land
09,01400,0901400,G09001400,09,00900,0900900,G09000900,Connecticut,New Haven County (Northwest),185,185,"123,539","123,591","123,521",99.99,99.94,"133,390","133,419","133,390",100.00,99.98,"474,134,445","474,461,836","474,080,007",99.99,99.92
09,01400,0901400,G09001400,09,00901,0900901,G09000901,Connecticut,Waterbury Town,185,186,"123,539","107,289",0,0.00,0.00,"133,390","110,366",0,0.00,0.00,"474,134,445","73,864,310","4,093",0.00,0.01
09,01400,0901400,G09001400,09,00902,0900902,G09000902,Connecticut,"Meriden, Wallingford & North Haven Towns",185,187,"123,539","124,235",0,0.00,0.00,"133,390","130,096",0,0.00,0.00,"474,134,445","216,711,910","16,635",0.00,0.01
09,01400,0901400,G09001400,09,00903,0900903,G09000903,Connecticut,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",185,188,"123,539","117,335",0,0.00,0.00,"133,390","124,204",0,0.00,0.00,"474,134,445","254,283,322","33,709",0.01,0.01
09,01500,0901500,G09001500,09,00900,0900900,G09000900,Connecticut,New Haven County (Northwest),187,185,"124,305","123,591",70,0.06,0.06,"130,125","133,419",29,0.02,0.02,"216,856,469","474,461,836","155,870",0.07,0.03
09,01500,0901500,G09001500,09,00902,0900902,G09000902,Connecticut,"Meriden, Wallingford & North Haven Towns",187,187,"124,305","124,235","124,235",99.94,100.00,"130,125","130,096","130,096",99.98,100.00,"216,856,469","216,711,910","216,690,289",99.92,99.99
09,01500,0901500,G09001500,09,00906,0900906,G09000906,Connecticut,"East Haven, Branford, Guilford, Madison & North Branford Towns",187,191,"124,305","110,034",0,0.00,0.00,"130,125","112,334",0,0.00,0.00,"216,856,469","368,197,589","10,310",0.00,0.00
09,01600,0901600,G09001600,09,00900,0900900,G09000900,Connecticut,New Haven County (Northwest),188,185,"117,335","123,591",0,0.00,0.00,"124,204","133,419",0,0.00,0.00,"254,484,095","474,461,836","225,959",0.09,0.05
09,01600,0901600,G09001600,09,00903,0900903,G09000903,Connecticut,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",188,188,"117,335","117,335","117,335",100.00,100.00,"124,204","124,204","124,204",100.00,100.00,"254,484,095","254,283,322","254,249,613",99.91,99.99
09,01600,0901600,G09001600,09,00905,0900905,G09000905,Connecticut,New Haven Town,188,190,"117,335","123,626",0,0.00,0.00,"124,204","129,779",0,0.00,0.00,"254,484,095","48,377,434","8,523",0.00,0.02
09,01700,0901700,G09001700,09,00904,0900904,G09000904,Connecticut,"West Haven, Milford & Orange Towns",189,189,"117,898","117,898","117,898",100.00,100.00,"122,279","122,279","122,279",100.00,100.00,"129,766,662","129,766,662","129,766,662",100.00,100.00
09,01800,0901800,G09001800,09,00902,0900902,G09000902,Connecticut,"Meriden, Wallingford & North Haven Towns",191,187,"110,034","124,235",0,0.00,0.00,"112,334","130,096",0,0.00,0.00,"368,191,117","216,711,910","3,261",0.00,0.00
09,01800,0901800,G09001800,09,00905,0900905,G09000905,Connecticut,New Haven Town,191,190,"110,034","123,626",0,0.00,0.00,"112,334","129,779",0,0.00,0.00,"368,191,117","48,377,434",577,0.00,0.00
09,01800,0901800,G09001800,09,00906,0900906,G09000906,Connecticut,"East Haven, Branford, Guilford, Madison & North Branford Towns",191,191,"110,034","110,034","110,034",100.00,100.00,"112,334","112,334","112,334",100.00,100.00,"368,191,117","368,197,589","368,187,279",100.00,100.00
09,01900,0901900,G09001900,09,00500,0900500,G09000500,Connecticut,Litchfield County,186,183,"107,271","182,193",0,0.00,0.00,"110,366","189,927",0,0.00,0.00,"73,851,357","2,384,238,980","30,242",0.04,0.00
09,01900,0901900,G09001900,09,00901,0900901,G09000901,Connecticut,Waterbury Town,186,186,"107,271","107,289","107,271",100.00,99.98,"110,366","110,366","110,366",100.00,100.00,"73,851,357","73,864,310","73,821,115",99.96,99.94
09,02000,0902000,G09002000,09,00905,0900905,G09000905,Connecticut,New Haven Town,190,190,"123,626","123,626","123,626",100.00,100.00,"129,779","129,779","129,779",100.00,100.00,"48,368,334","48,377,434","48,368,334",100.00,99.98
09,02100,0902100,G09002100,09,00100,0900100,G09000100,Connecticut,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",174,174,"183,303","158,272","158,272",86.34,100.00,"194,747","167,187","167,187",85.85,100.00,"633,364,748","484,073,005","484,007,735",76.42,99.99
09,02100,0902100,G09002100,09,00101,0900101,G09000101,Connecticut,"Fairfield, New Canaan, Wilton, Weston & Easton Towns",174,174,"183,303","111,677",0,0.00,0.00,"194,747","114,873",0,0.00,0.00,"633,364,748","326,648,321","21,855",0.00,0.01
09,02100,0902100,G09002100,09,00105,0900105,G09000105,Connecticut,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",174,174,"183,303","166,598","25,031",13.66,15.02,"194,747","174,000","27,560",14.15,15.84,"633,364,748","401,864,320","149,335,159",23.58,37.16
09,02200,0902200,G09002200,09,00101,0900101,G09000101,Connecticut,"Fairfield, New Canaan, Wilton, Weston & Easton Towns",174,174,"206,179","111,677","64,612",31.34,57.86,"213,334","114,873","66,894",31.36,58.23,"400,823,839","326,648,321","148,291,162",37.00,45.40
09,02200,0902200,G09002200,09,00103,0900103,G09000103,Connecticut,"Norwalk, Westport & Darien Towns",174,174,"206,179","128,307",0,0.00,0.00,"213,334","132,726",0,0.00,0.00,"400,823,839","143,674,695","3,546",0.00,0.00
09,02200,0902200,G09002200,09,00105,0900105,G09000105,Connecticut,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",174,174,"206,179","166,598","141,567",68.66,84.98,"213,334","174,000","146,440",68.64,84.16,"400,823,839","401,864,320","252,529,131",63.00,62.84
09,02300,0902300,G09002300,09,00100,0900100,G09000100,Connecticut,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",174,174,"236,473","158,272",0,0.00,0.00,"241,876","167,187",0,0.00,0.00,"445,475,851","484,073,005","51,079",0.01,0.01
09,02300,0902300,G09002300,09,00101,0900101,G09000101,Connecticut,"Fairfield, New Canaan, Wilton, Weston & Easton Towns",174,174,"236,473","111,677","47,065",19.90,42.14,"241,876","114,873","47,979",19.84,41.77,"445,475,851","326,648,321","178,335,304",40.03,54.60
09,02300,0902300,G09002300,09,00102,0900102,G09000102,Connecticut,Stamford & Greenwich Towns,174,174,"236,473","178,184","61,101",25.84,34.29,"241,876","183,814","61,171",25.29,33.28,"445,475,851","220,823,918","123,418,320",27.70,55.89
09,02300,0902300,G09002300,09,00103,0900103,G09000103,Connecticut,"Norwalk, Westport & Darien Towns",174,174,"236,473","128,307","128,307",54.26,100.00,"241,876","132,726","132,726",54.87,100.00,"445,475,851","143,674,695","143,671,148",32.25,100.00
09,02400,0902400,G09002400,09,00104,0900104,G09000104,Connecticut,Bridgeport Town,175,175,"139,529","139,529","139,529",100.00,100.00,"144,229","144,229","144,229",100.00,100.00,"41,372,195","41,372,165","41,372,165",100.00,100.00
09,02400,0902400,G09002400,09,00105,0900105,G09000105,Connecticut,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",175,174,"139,529","166,598",0,0.00,0.00,"144,229","174,000",0,0.00,0.00,"41,372,195","401,864,320",31,0.00,0.00
09,02500,0902500,G09002500,09,00102,0900102,G09000102,Connecticut,Stamford & Greenwich Towns,174,174,"117,083","178,184","117,083",100.00,65.71,"122,643","183,814","122,643",100.00,66.72,"97,405,598","220,823,918","97,405,598",100.00,44.11
10,00101,1000101,G10000101,10,00101,1000101,G10000101,Delaware,New Castle County (East Central)--Wilmington City,196,196,"150,716","109,976","97,691",64.82,88.83,"147,691","108,214","96,297",65.20,88.99,"89,203,787","59,281,424","45,692,593",51.22,77.08
10,00101,1000101,G10000101,10,00102,1000102,G10000102,Delaware,New Castle County (North)--Hockessin,196,196,"150,716","146,279","53,025",35.18,36.25,"147,691","145,071","51,394",34.80,35.43,"89,203,787","219,627,108","43,511,131",48.78,19.81
10,00101,1000101,G10000101,10,00104,1000104,G10000104,Delaware,"New Castle County (South)--Middletown Town, Bear & Glasgow",196,197,"150,716","102,233",0,0.00,0.00,"147,691","140,597",0,0.00,0.00,"89,203,787","673,943,491",62,0.00,0.00
10,00102,1000102,G10000102,10,00102,1000102,G10000102,Delaware,New Castle County (North)--Hockessin,196,196,"125,253","146,279","93,254",74.45,63.75,"127,293","145,071","93,677",73.59,64.57,"220,269,208","219,627,108","176,115,977",79.95,80.19
10,00102,1000102,G10000102,10,00103,1000103,G10000103,Delaware,New Castle County (West Central)--Newark City & Brookside,196,196,"125,253","141,777","31,999",25.55,22.57,"127,293","144,597","33,616",26.41,23.25,"220,269,208","151,218,708","44,153,231",20.05,29.20
10,00103,1000103,G10000103,10,00101,1000101,G10000101,Delaware,New Castle County (East Central)--Wilmington City,196,196,"122,063","109,976","12,285",10.06,11.17,"122,898","108,214","11,917",9.70,11.01,"120,728,211","59,281,424","13,588,831",11.26,22.92
10,00103,1000103,G10000103,10,00103,1000103,G10000103,Delaware,New Castle County (West Central)--Newark City & Brookside,196,196,"122,063","141,777","109,778",89.94,77.43,"122,898","144,597","110,981",90.30,76.75,"120,728,211","151,218,708","107,065,477",88.68,70.80
10,00103,1000103,G10000103,10,00104,1000104,G10000104,Delaware,"New Castle County (South)--Middletown Town, Bear & Glasgow",196,197,"122,063","102,233",0,0.00,0.00,"122,898","140,597",0,0.00,0.00,"120,728,211","673,943,491","73,903",0.06,0.01
10,00104,1000104,G10000104,10,00104,1000104,G10000104,Delaware,"New Castle County (South)--Middletown Town, Bear & Glasgow",197,197,"102,233","102,233","102,233",100.00,100.00,"140,597","140,597","140,597",100.00,100.00,"673,869,526","673,943,491","673,869,526",100.00,99.99
10,00200,1000200,G10000200,10,00200,1000200,G10000200,Delaware,Kent County--Dover City,198,198,"126,697","126,697","126,697",100.00,100.00,"162,310","162,310","162,310",100.00,100.00,"1,518,196,140","1,518,196,140","1,518,196,140",100.00,100.00
10,00300,1000300,G10000300,10,00300,1000300,G10000300,Delaware,Sussex County,199,199,"156,638","156,638","156,638",100.00,100.00,"197,145","197,145","197,145",100.00,100.00,"2,424,414,087","2,424,414,087","2,424,414,087",100.00,100.00
11,00101,1100101,G11000101,11,00101,1100101,G11000101,District Of Columbia,District of Columbia (West),200,200,"101,578","101,578","101,578",100.00,100.00,"106,024","106,024","106,024",100.00,100.00,"36,805,790","36,805,790","36,805,790",100.00,100.00
11,00102,1100102,G11000102,11,00102,1100102,G11000102,District Of Columbia,District of Columbia (North),201,201,"106,159","110,370","98,042",92.35,88.83,"107,613","112,600","99,394",92.36,88.27,"21,466,823","24,689,534","20,815,575",96.97,84.31
11,00102,1100102,G11000102,11,00105,1100105,G11000105,District Of Columbia,District of Columbia (Central),201,201,"106,159","120,747","8,117",7.65,6.72,"107,613","139,192","8,219",7.64,5.90,"21,466,823","25,491,697","651,248",3.03,2.55
11,00103,1100103,G11000103,11,00102,1100102,G11000102,District Of Columbia,District of Columbia (North),201,201,"117,201","110,370","12,328",10.52,11.17,"123,834","112,600","13,206",10.66,11.73,"35,128,632","24,689,534","3,873,958",11.03,15.69
11,00103,1100103,G11000103,11,00103,1100103,G11000103,District Of Columbia,District of Columbia (Northeast),201,201,"117,201","99,750","99,750",85.11,100.00,"123,834","103,901","103,901",83.90,100.00,"35,128,632","28,657,569","28,657,569",81.58,100.00
11,00103,1100103,G11000103,11,00105,1100105,G11000105,District Of Columbia,District of Columbia (Central),201,201,"117,201","120,747","5,123",4.37,4.24,"123,834","139,192","6,727",5.43,4.83,"35,128,632","25,491,697","2,597,104",7.39,10.19
11,00104,1100104,G11000104,11,00104,1100104,G11000104,District Of Columbia,District of Columbia (East),202,202,"139,614","139,614","139,614",100.00,100.00,"140,006","140,006","140,006",100.00,100.00,"42,590,472","42,470,065","42,470,065",99.72,100.00
11,00104,1100104,G11000104,51,01302,5101302,G51001302,Virginia,Arlington County (South),202,1015,"139,614","99,693",0,0.00,0.00,"140,006","102,441",0,0.00,0.00,"42,590,472","33,352,922","120,407",0.28,0.36
11,00105,1100105,G11000105,11,00105,1100105,G11000105,District Of Columbia,District of Columbia (Central),201,201,"107,507","120,747","107,507",100.00,89.03,"124,246","139,192","124,246",100.00,89.26,"22,243,346","25,491,697","22,243,346",100.00,87.26
12,00101,1200101,G12000101,12,03302,1203302,G12003302,Florida,Escambia County (South),219,219,"193,053","193,053","193,053",100.00,100.00,"187,227","187,227","187,227",100.00,100.00,"336,665,924","336,665,924","336,665,924",100.00,100.00
12,00102,1200102,G12000102,12,03301,1203301,G12003301,Florida,Escambia County (North),218,218,"101,357","101,357","101,357",100.00,100.00,"110,392","110,392","110,392",100.00,100.00,"1,363,543,994","1,363,548,131","1,363,543,994",100.00,100.00
12,00200,1200200,G12000200,12,09100,1209100,G12009100,Florida,Okaloosa County,259,237,"117,743","170,498",0,0.00,0.00,"151,372","180,822",0,0.00,0.00,"2,617,912,952","2,409,297,328","16,377",0.00,0.00
12,00200,1200200,G12000200,12,11300,1211300,G12011300,Florida,Santa Rosa County,259,259,"117,743","117,743","117,743",100.00,100.00,"151,372","151,372","151,372",100.00,100.00,"2,617,912,952","2,617,925,336","2,617,896,575",100.00,100.00
12,00300,1200300,G12000300,12,09100,1209100,G12009100,Florida,Okaloosa County,237,237,"170,498","170,498","170,498",100.00,100.00,"180,822","180,822","180,822",100.00,100.00,"2,409,309,713","2,409,297,328","2,409,280,952",100.00,100.00
12,00300,1200300,G12000300,12,11300,1211300,G12011300,Florida,Santa Rosa County,237,259,"170,498","117,743",0,0.00,0.00,"180,822","151,372",0,0.00,0.00,"2,409,309,713","2,617,925,336","28,761",0.00,0.00
12,00400,1200400,G12000400,12,00500,1200500,G12000500,Florida,"Walton, Washington, Holmes & Bay Counties",204,204,"126,893","228,355","80,138",63.15,35.09,"149,612","268,718","99,866",66.75,37.16,"7,796,712,147","7,386,499,434","5,422,098,763",69.54,73.41
12,00400,1200400,G12000400,12,06300,1206300,G12006300,Florida,Apalachee Region (Outside Leon County),204,204,"126,893","172,034","46,755",36.85,27.18,"149,612","192,074","49,746",33.25,25.90,"7,796,712,147","13,224,039,818","2,374,613,384",30.46,17.96
12,00500,1200500,G12000500,12,00500,1200500,G12000500,Florida,"Walton, Washington, Holmes & Bay Counties",204,204,"148,217","228,355","148,217",100.00,64.91,"168,852","268,718","168,852",100.00,62.84,"1,964,401,872","7,386,499,434","1,964,400,260",100.00,26.59
12,00500,1200500,G12000500,12,06300,1206300,G12006300,Florida,Apalachee Region (Outside Leon County),204,204,"148,217","172,034",0,0.00,0.00,"168,852","192,074",0,0.00,0.00,"1,964,401,872","13,224,039,818","1,613",0.00,0.00
12,00600,1200600,G12000600,12,00500,1200500,G12000500,Florida,"Walton, Washington, Holmes & Bay Counties",204,204,"118,181","228,355",0,0.00,0.00,"137,733","268,718",0,0.00,0.00,"13,990,701,015","7,386,499,434",411,0.00,0.00
12,00600,1200600,G12000600,12,06300,1206300,G12006300,Florida,Apalachee Region (Outside Leon County),204,204,"118,181","172,034","80,192",67.86,46.61,"137,733","192,074","95,939",69.66,49.95,"13,990,701,015","13,224,039,818","9,512,264,309",67.99,71.93
12,00600,1200600,G12000600,12,12100,1212100,G12012100,Florida,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",204,204,"118,181","93,182","37,989",32.14,40.77,"137,733","107,014","41,794",30.34,39.05,"13,990,701,015","8,999,917,200","4,478,436,295",32.01,49.76
12,00701,1200701,G12000701,12,07300,1207300,G12007300,Florida,Leon County (Outer),204,204,"171,782","117,229","49,559",28.85,42.28,"190,234","139,184","53,931",28.35,38.75,"239,321,805","1,592,587,952","104,771,074",43.78,6.58
12,00701,1200701,G12000701,12,07301,1207301,G12007301,Florida,Leon County (Central)--Tallahassee City (Central),204,204,"171,782","122,223","122,223",71.15,100.00,"190,234","136,303","136,303",71.65,100.00,"239,321,805","134,550,731","134,550,731",56.22,100.00
12,00702,1200702,G12000702,12,06300,1206300,G12006300,Florida,Apalachee Region (Outside Leon County),204,204,"112,757","172,034","45,087",39.99,26.21,"131,642","192,074","46,389",35.24,24.15,"2,824,977,390","13,224,039,818","1,337,160,512",47.33,10.11
12,00702,1200702,G12000702,12,07300,1207300,G12007300,Florida,Leon County (Outer),204,204,"112,757","117,229","67,670",60.01,57.72,"131,642","139,184","85,253",64.76,61.25,"2,824,977,390","1,592,587,952","1,487,816,878",52.67,93.42
12,00800,1200800,G12000800,12,00102,1200102,G12000102,Florida,Alachua County (Outer),204,203,"117,907","84,174",0,0.00,0.00,"139,382","104,991",0,0.00,0.00,"10,146,653,487","2,075,866,309","7,447",0.00,0.00
12,00800,1200800,G12000800,12,02300,1202300,G12002300,Florida,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",204,204,"117,907","158,757","62,714",53.19,39.50,"139,382","185,748","74,162",53.21,39.93,"10,146,653,487","9,071,428,317","5,625,164,598",55.44,62.01
12,00800,1200800,G12000800,12,08301,1208301,G12008301,Florida,Marion County (North),204,232,"117,907","87,170",0,0.00,0.00,"139,382","100,021",0,0.00,0.00,"10,146,653,487","3,151,995,642","3,006",0.00,0.00
12,00800,1200800,G12000800,12,12100,1212100,G12012100,Florida,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",204,204,"117,907","93,182","55,193",46.81,59.23,"139,382","107,014","65,220",46.79,60.95,"10,146,653,487","8,999,917,200","4,521,468,163",44.56,50.24
12,00800,1200800,G12000800,13,00600,1300600,G13000600,Georgia,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City,204,264,"117,907","92,115",0,0.00,0.00,"139,382","109,233",0,0.00,0.00,"10,146,653,487","1,259,790,366","10,273",0.00,0.00
12,00900,1200900,G12000900,12,02300,1202300,G12002300,Florida,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",204,204,"118,302","158,757","96,043",81.18,60.50,"138,701","185,748","111,586",80.45,60.07,"4,962,012,231","9,071,428,317","3,446,260,224",69.45,37.99
12,00900,1200900,G12000900,12,08900,1208900,G12008900,Florida,Nassau & Baker Counties,204,204,"118,302","79,922","22,259",18.82,27.85,"138,701","100,429","27,115",19.55,27.00,"4,962,012,231","3,195,655,890","1,515,739,265",30.55,47.43
12,00900,1200900,G12000900,12,12100,1212100,G12012100,Florida,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",204,204,"118,302","93,182",0,0.00,0.00,"138,701","107,014",0,0.00,0.00,"4,962,012,231","8,999,917,200","12,742",0.00,0.00
12,01001,1201001,G12001001,12,00101,1200101,G12000101,Florida,Alachua County (Central)--Gainesville City (Central),203,203,"107,751","133,781","107,749",100.00,80.54,"112,893","142,345","112,893",100.00,79.31,"152,909,453","188,281,787","152,623,517",99.81,81.06
12,01001,1201001,G12001001,12,00102,1200102,G12000102,Florida,Alachua County (Outer),203,203,"107,751","84,174",0,0.00,0.00,"112,893","104,991",0,0.00,0.00,"152,909,453","2,075,866,309","285,937",0.19,0.01
12,01002,1201002,G12001002,12,00101,1200101,G12000101,Florida,Alachua County (Central)--Gainesville City (Central),203,203,"110,204","133,781","26,032",23.62,19.46,"134,443","142,345","29,452",21.91,20.69,"2,111,238,088","188,281,787","35,658,271",1.69,18.94
12,01002,1201002,G12001002,12,00102,1200102,G12000102,Florida,Alachua County (Outer),203,203,"110,204","84,174","84,172",76.38,100.00,"134,443","104,991","104,991",78.09,100.00,"2,111,238,088","2,075,866,309","2,075,572,925",98.31,99.99
12,01002,1201002,G12001002,12,08301,1208301,G12008301,Florida,Marion County (North),203,232,"110,204","87,170",0,0.00,0.00,"134,443","100,021",0,0.00,0.00,"2,111,238,088","3,151,995,642","4,049",0.00,0.00
12,01002,1201002,G12001002,12,10700,1210700,G12010700,Florida,Putnam & St. Johns (South) Counties,203,220,"110,204","89,332",0,0.00,0.00,"134,443","100,762",0,0.00,0.00,"2,111,238,088","2,506,224,750","2,843",0.00,0.00
12,01101,1201101,G12001101,12,03101,1203101,G12003101,Florida,Duval County (Outer)--Jacksonville City (North & West),204,204,"106,695","79,217","49,032",45.96,61.90,"149,986","117,975","76,672",51.12,64.99,"2,621,956,394","1,042,137,154","942,032,076",35.93,90.39
12,01101,1201101,G12001101,12,03102,1203102,G12003102,Florida,Duval County (Northwest Central)--Jacksonville City (Northwest),204,204,"106,695","128,885",0,0.00,0.00,"149,986","118,733",0,0.00,0.00,"2,621,956,394","152,652,227","7,693",0.00,0.01
12,01101,1201101,G12001101,12,08900,1208900,G12008900,Florida,Nassau & Baker Counties,204,204,"106,695","79,922","57,663",54.04,72.15,"149,986","100,429","73,314",48.88,73.00,"2,621,956,394","3,195,655,890","1,679,916,625",64.07,52.57
12,01102,1201102,G12001102,12,03101,1203101,G12003101,Florida,Duval County (Outer)--Jacksonville City (North & West),204,204,"136,875","79,217","7,928",5.79,10.01,"125,990","117,975","7,195",5.71,6.10,"161,715,397","1,042,137,154","8,913,224",5.51,0.86
12,01102,1201102,G12001102,12,03102,1203102,G12003102,Florida,Duval County (Northwest Central)--Jacksonville City (Northwest),204,204,"136,875","128,885","128,885",94.16,100.00,"125,990","118,733","118,733",94.24,100.00,"161,715,397","152,652,227","152,623,812",94.38,99.98
12,01102,1201102,G12001102,12,03107,1203107,G12003107,Florida,Duval County (Southwest Central)--Jacksonville City (Southwest),204,204,"136,875","145,449",62,0.05,0.04,"125,990","156,193",62,0.05,0.04,"161,715,397","159,918,212","178,361",0.11,0.11
12,01103,1201103,G12001103,12,03101,1203101,G12003101,Florida,Duval County (Outer)--Jacksonville City (North & West),204,204,"105,872","79,217","2,869",2.71,3.62,"105,452","117,975","2,903",2.75,2.46,"106,072,121","1,042,137,154","18,455,403",17.40,1.77
12,01103,1201103,G12001103,12,03103,1203103,G12003103,Florida,Duval County (North Central)--Jacksonville City (Arlington),204,204,"105,872","103,003","103,003",97.29,100.00,"105,452","102,549","102,549",97.25,100.00,"106,072,121","87,616,718","87,616,718",82.60,100.00
12,01104,1201104,G12001104,12,03104,1203104,G12003104,Florida,Duval County (East)--Jacksonville City (Beaches),217,217,"124,697","124,697","124,697",100.00,100.00,"131,674","131,674","131,674",100.00,100.00,"136,257,519","136,257,519","136,257,519",100.00,100.00
12,01105,1201105,G12001105,12,03105,1203105,G12003105,Florida,Duval County (Southeast)--Jacksonville City (Southeast),204,204,"104,611","88,132","67,180",64.22,76.23,"147,995","123,350","102,334",69.15,82.96,"305,373,770","261,758,009","245,342,743",80.34,93.73
12,01105,1201105,G12001105,12,03106,1203106,G12003106,Florida,Duval County (South Central)--Jacksonville City (Southeast River),204,204,"104,611","109,496","37,431",35.78,34.18,"147,995","113,789","45,661",30.85,40.13,"305,373,770","133,750,219","60,031,027",19.66,44.88
12,01106,1201106,G12001106,12,03105,1203105,G12003105,Florida,Duval County (Southeast)--Jacksonville City (Southeast),204,204,"101,008","88,132","20,952",20.74,23.77,"96,205","123,350","21,016",21.85,17.04,"111,054,933","261,758,009","16,415,266",14.78,6.27
12,01106,1201106,G12001106,12,03106,1203106,G12003106,Florida,Duval County (South Central)--Jacksonville City (Southeast River),204,204,"101,008","109,496","72,065",71.35,65.82,"96,205","113,789","68,128",70.82,59.87,"111,054,933","133,750,219","73,719,192",66.38,55.12
12,01106,1201106,G12001106,12,03107,1203107,G12003107,Florida,Duval County (Southwest Central)--Jacksonville City (Southwest),204,204,"101,008","145,449","7,991",7.91,5.49,"96,205","156,193","7,061",7.34,4.52,"111,054,933","159,918,212","20,920,475",18.84,13.08
12,01107,1201107,G12001107,12,03101,1203101,G12003101,Florida,Duval County (Outer)--Jacksonville City (North & West),204,204,"156,784","79,217","19,388",12.37,24.47,"180,275","117,975","31,205",17.31,26.45,"211,576,548","1,042,137,154","72,736,451",34.38,6.98
12,01107,1201107,G12001107,12,03102,1203102,G12003102,Florida,Duval County (Northwest Central)--Jacksonville City (Northwest),204,204,"156,784","128,885",0,0.00,0.00,"180,275","118,733",0,0.00,0.00,"211,576,548","152,652,227","20,722",0.01,0.01
12,01107,1201107,G12001107,12,03107,1203107,G12003107,Florida,Duval County (Southwest Central)--Jacksonville City (Southwest),204,204,"156,784","145,449","137,396",87.63,94.46,"180,275","156,193","149,070",82.69,95.44,"211,576,548","159,918,212","138,819,376",65.61,86.81
12,01200,1201200,G12001200,12,10700,1210700,G12010700,Florida,Putnam & St. Johns (South) Counties,220,220,"123,135","89,332","18,909",15.36,21.17,"190,039","100,762","26,398",13.89,26.20,"1,555,675,270","2,506,224,750","629,854,187",40.49,25.13
12,01200,1201200,G12001200,12,10900,1210900,G12010900,Florida,St. Johns County (North),220,220,"123,135","104,226","104,226",84.64,100.00,"190,039","163,641","163,641",86.11,100.00,"1,555,675,270","925,821,083","925,821,083",59.51,100.00
12,01300,1201300,G12001300,12,01900,1201900,G12001900,Florida,Clay County,214,214,"140,814","140,814","140,814",100.00,100.00,"190,865","190,865","190,865",100.00,100.00,"1,565,281,452","1,565,286,054","1,565,281,452",100.00,100.00
12,01400,1201400,G12001400,12,01900,1201900,G12001900,Florida,Clay County,220,214,"120,255","140,814",0,0.00,0.00,"170,060","190,865",0,0.00,0.00,"3,133,593,586","1,565,286,054","4,602",0.00,0.00
12,01400,1201400,G12001400,12,03500,1203500,G12003500,Florida,Flagler & Volusia (North Central) Counties,220,220,"120,255","54,698","49,832",41.44,91.10,"170,060","102,614","95,696",56.27,93.26,"3,133,593,586","1,316,825,997","1,257,220,393",40.12,95.47
12,01400,1201400,G12001400,12,08301,1208301,G12008301,Florida,Marion County (North),220,232,"120,255","87,170",0,0.00,0.00,"170,060","100,021",0,0.00,0.00,"3,133,593,586","3,151,995,642","1,420",0.00,0.00
12,01400,1201400,G12001400,12,10700,1210700,G12010700,Florida,Putnam & St. Johns (South) Counties,220,220,"120,255","89,332","70,423",58.56,78.83,"170,060","100,762","74,364",43.73,73.80,"3,133,593,586","2,506,224,750","1,876,367,010",59.88,74.87
12,01400,1201400,G12001400,12,12701,1212701,G12012701,Florida,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",220,220,"120,255","93,129",0,0.00,0.00,"170,060","110,993",0,0.00,0.00,"3,133,593,586","888,607,971",161,0.00,0.00
12,01501,1201501,G12001501,12,08301,1208301,G12008301,Florida,Marion County (North),232,232,"104,671","87,170","14,848",14.19,17.03,"120,348","100,021","17,544",14.58,17.54,"548,923,659","3,151,995,642","228,440,520",41.62,7.25
12,01501,1201501,G12001501,12,08302,1208302,G12008302,Florida,Marion County (Central)--Ocala City,232,232,"104,671","89,823","89,823",85.81,100.00,"120,348","102,804","102,804",85.42,100.00,"548,923,659","320,474,666","320,474,476",58.38,100.00
12,01501,1201501,G12001501,12,08303,1208303,G12008303,Florida,Marion County (South Central),232,232,"104,671","81,923",0,0.00,0.00,"120,348","128,473",0,0.00,0.00,"548,923,659","626,713,769","8,664",0.00,0.00
12,01502,1201502,G12001502,12,02300,1202300,G12002300,Florida,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",232,204,"154,245","158,757",0,0.00,0.00,"210,950","185,748",0,0.00,0.00,"3,550,252,656","9,071,428,317","3,495",0.00,0.00
12,01502,1201502,G12001502,12,08301,1208301,G12008301,Florida,Marion County (North),232,232,"154,245","87,170","72,322",46.89,82.97,"210,950","100,021","82,477",39.10,82.46,"3,550,252,656","3,151,995,642","2,923,543,866",82.35,92.75
