"","Year","V1","type"
"1",2011,8.70090625988764,"best"
"2",2012,9.08270503086792,"best"
"3",2013,9.63028906776892,"best"
"4",2010,8.80310083819788,"best"
"5",2014,8.75126550916667,"best"
"6",2015,9.10653318759494,"best"
"7",2016,8.90458094079365,"best"
"8",2014,13.6363750688889,"worst"
"9",2015,13.1148720280833,"worst"
"10",2016,12.4198441693333,"worst"
"11",2013,13.176600200274,"worst"
"12",2010,11.7758056695789,"worst"
"13",2012,12.141949024686,"worst"
"14",2011,12.6236523204327,"worst"
