"","Group.1","x.x","x.y"
"1",2010,4.51286250635088,11.6737917329474
"2",2011,4.38320746365314,12.2848167200481
"3",2012,4.56040204048148,12.3018960209903
"4",2013,4.62494472355118,12.3305472230594
"5",2014,4.29396693449744,12.7986759623689
"6",2015,4.27252904013043,12.0602405870167
"7",2016,4.25977458703846,10.9682971858246
